code,city_code,name,yomi,prefecture_code,subprefecture_code,county_code,valid_from,valid_to
06464_initial,06464,平田町,ひらたまち,06,,06002,,2005-11-01
07201_20080701,07201,福島市,ふくしまし,07,,,2008-07-01,
07201_initial,07201,福島市,ふくしまし,07,,,,2008-07-01
07202_20041101,07202,会津若松市,あいづわかまつし,07,,,2004-11-01,2005-11-01
07202_20051101,07202,会津若松市,あいづわかまつし,07,,,2005-11-01,
07202_initial,07202,会津若松市,あいづわかまつし,07,,,,2004-11-01
07203_initial,07203,郡山市,こおりやまし,07,,,,
07204_initial,07204,いわき市,いわきし,07,,,,
07205_20051107,07205,白河市,しらかわし,07,,,2005-11-07,
07205_initial,07205,白河市,しらかわし,07,,,,2005-11-07
07206_initial,07206,原町市,はらまちし,07,,,,2006-01-01
07207_20050401,07207,須賀川市,すかがわし,07,,,2005-04-01,
07207_initial,07207,須賀川市,すかがわし,07,,,,2005-04-01
07208_20060104,07208,喜多方市,きたかたし,07,,,2006-01-04,
07208_initial,07208,喜多方市,きたかたし,07,,,,2006-01-04
07209_initial,07209,相馬市,そうまし,07,,,,
07210_20051201,07210,二本松市,にほんまつし,07,,,2005-12-01,
07210_initial,07210,二本松市,にほんまつし,07,,,,2005-12-01
07211_20050301,07211,田村市,たむらし,07,,,2005-03-01,
07212_20060101,07212,南相馬市,みなみそうまし,07,,,2006-01-01,
07213_20060101,07213,伊達市,だてし,07,,,2006-01-01,
07214_20070101,07214,本宮市,もとみやし,07,,,2007-01-01,
07301_initial,07301,桑折町,こおりまち,07,,07002,,
07302_initial,07302,伊達町,だてまち,07,,07002,,2006-01-01
07303_initial,07303,国見町,くにみまち,07,,07002,,
07304_initial,07304,梁川町,やながわまち,07,,07002,,2006-01-01
07305_initial,07305,保原町,ほばらまち,07,,07002,,2006-01-01
07306_initial,07306,霊山町,りょうぜんまち,07,,07002,,2006-01-01
07307_initial,07307,月舘町,つきだてまち,07,,07002,,2006-01-01
07308_initial,07308,川俣町,かわまたまち,07,,07002,,
07309_initial,07309,飯野町,いいのまち,07,,07002,,2008-07-01
07321_initial,07321,安達町,あだちまち,07,,07004,,2005-12-01
07322_initial,07322,大玉村,おおたまむら,07,,07004,,
07323_initial,07323,本宮町,もとみやまち,07,,07004,,2007-01-01
07324_initial,07324,白沢村,しらさわむら,07,,07004,,2007-01-01
07325_initial,07325,岩代町,いわしろまち,07,,07004,,2005-12-01
07326_initial,07326,東和町,とうわまち,07,,07004,,2005-12-01
07341_initial,07341,長沼町,ながぬままち,07,,07011,,2005-04-01
07342_initial,07342,鏡石町,かがみいしまち,07,,07011,,
07343_initial,07343,岩瀬村,いわせむら,07,,07011,,2005-04-01
07344_initial,07344,天栄村,てんえいむら,07,,07011,,
07361_initial,07361,田島町,たじままち,07,,07012,,2006-03-20
07362_initial,07362,下郷町,しもごうまち,07,,07012,,
07363_initial,07363,舘岩村,たていわむら,07,,07012,,2006-03-20
07364_initial,07364,檜枝岐村,ひのえまたむら,07,,07012,,
07365_initial,07365,伊南村,いなむら,07,,07012,,2006-03-20
07366_initial,07366,南郷村,なんごうむら,07,,07012,,2006-03-20
07367_initial,07367,只見町,ただみまち,07,,07012,,
07368_20060320,07368,南会津町,みなみあいづまち,07,,07012,2006-03-20,
07381_initial,07381,北会津村,きたあいづむら,07,,07013,,2004-11-01
07401_initial,07401,熱塩加納村,あつしおかのうむら,07,,07005,,2006-01-04
07402_initial,07402,北塩原村,きたしおばらむら,07,,07005,,
07403_initial,07403,塩川町,しおかわまち,07,,07005,,2006-01-04
07404_initial,07404,山都町,やまとまち,07,,07005,,2006-01-04
07405_initial,07405,西会津町,にしあいづまち,07,,07005,,
07406_initial,07406,高郷村,たかさとむら,07,,07005,,2006-01-04
07407_initial,07407,磐梯町,ばんだいまち,07,,07005,,
07408_initial,07408,猪苗代町,いなわしろまち,07,,07005,,
07421_initial,07421,会津坂下町,あいづばんげまち,07,,07010,,
07422_initial,07422,湯川村,ゆがわむら,07,,07010,,
07423_initial,07423,柳津町,やないづまち,07,,07010,,
07424_19780401,07424,河東町,かわひがしまち,07,,07010,1978-04-01,2005-11-01
07424_initial,07424,河東村,かわひがしむら,07,,07010,,1978-04-01
07441_initial,07441,会津高田町,あいづたかだまち,07,,07009,,2005-10-01
07442_19920401,07442,会津本郷町,あいづほんごうまち,07,,07009,1992-04-01,2005-10-01
07442_initial,07442,本郷町,ほんごうまち,07,,07009,,1992-04-01
07443_initial,07443,新鶴村,にいつるむら,07,,07009,,2005-10-01
07444_initial,07444,三島町,みしままち,07,,07009,,
07445_initial,07445,金山町,かねやままち,07,,07009,,
07446_initial,07446,昭和村,しょうわむら,07,,07009,,
07447_20051001,07447,会津美里町,あいづみさとまち,07,,07009,2005-10-01,
07461_initial,07461,西郷村,にしごうむら,07,,07008,,
07462_initial,07462,表郷村,おもてごうむら,07,,07008,,2005-11-07
07463_initial,07463,東村,ひがしむら,07,,07008,,2005-11-07
07464_initial,07464,泉崎村,いずみざきむら,07,,07008,,
07465_initial,07465,中島村,なかじまむら,07,,07008,,
07466_initial,07466,矢吹町,やぶきまち,07,,07008,,
07467_initial,07467,大信村,たいしんむら,07,,07008,,2005-11-07
07481_initial,07481,棚倉町,たなぐらまち,07,,07007,,
07482_initial,07482,矢祭町,やまつりまち,07,,07007,,
07483_initial,07483,塙町,はなわまち,07,,07007,,
07484_initial,07484,鮫川村,さめがわむら,07,,07007,,
07485_initial,07485,古殿町,ふるどのまち,07,,07007,,1994-04-01
07501_initial,07501,石川町,いしかわまち,07,,07006,,
07502_initial,07502,玉川村,たまかわむら,07,,07006,,
07503_initial,07503,平田村,ひらたむら,07,,07006,,
07504_initial,07504,浅川町,あさかわまち,07,,07006,,
07505_19940401,07505,古殿町,ふるどのまち,07,,07006,1994-04-01,
07521_initial,07521,三春町,みはるまち,07,,07003,,
07522_initial,07522,小野町,おのまち,07,,07003,,
07523_initial,07523,滝根町,たきねまち,07,,07003,,2005-03-01
07524_initial,07524,大越町,おおごえまち,07,,07003,,2005-03-01
07525_initial,07525,都路村,みやこじむら,07,,07003,,2005-03-01
07526_initial,07526,常葉町,ときわまち,07,,07003,,2005-03-01
07527_initial,07527,船引町,ふねひきまち,07,,07003,,2005-03-01
07541_initial,07541,広野町,ひろのまち,07,,07014,,
07542_initial,07542,楢葉町,ならはまち,07,,07014,,
07543_initial,07543,富岡町,とみおかまち,07,,07014,,
07544_initial,07544,川内村,かわうちむら,07,,07014,,
07545_initial,07545,大熊町,おおくままち,07,,07014,,
07546_initial,07546,双葉町,ふたばまち,07,,07014,,
07547_initial,07547,浪江町,なみえまち,07,,07014,,
07548_initial,07548,葛尾村,かつらおむら,07,,07014,,
07561_19710801,07561,新地町,しんちまち,07,,07001,1971-08-01,
07561_initial,07561,新地村,しんちむら,07,,07001,,1971-08-01
07562_initial,07562,鹿島町,かしままち,07,,07001,,2006-01-01
07563_initial,07563,小高町,おだかまち,07,,07001,,2006-01-01
07564_initial,07564,飯舘村,いいたてむら,07,,07001,,
08201_19920303,08201,水戸市,みとし,08,,,1992-03-03,2005-02-01
08201_20050201,08201,水戸市,みとし,08,,,2005-02-01,
08201_initial,08201,水戸市,みとし,08,,,,1992-03-03
08202_20041101,08202,日立市,ひたちし,08,,,2004-11-01,
08202_initial,08202,日立市,ひたちし,08,,,,2004-11-01
08203_20060220,08203,土浦市,つちうらし,08,,,2006-02-20,
08203_initial,08203,土浦市,つちうらし,08,,,,2006-02-20
08204_20050912,08204,古河市,こがし,08,,,2005-09-12,
08204_initial,08204,古河市,こがし,08,,,,2005-09-12
08205_20051001,08205,石岡市,いしおかし,08,,,2005-10-01,
08205_initial,08205,石岡市,いしおかし,08,,,,2005-10-01
08206_initial,08206,下館市,しもだてし,08,,,,2005-03-28
08207_initial,08207,結城市,ゆうきし,08,,,,
08208_initial,08208,龍ケ崎市,りゅうがさきし,08,,,,
08209_initial,08209,那珂湊市,なかみなとし,08,,,,1994-11-01
08210_20060101,08210,下妻市,しもつまし,08,,,2006-01-01,
08210_initial,08210,下妻市,しもつまし,08,,,,2006-01-01
08211_20060101,08211,常総市,じょうそうし,08,,,2006-01-01,
08211_initial,08211,水海道市,みつかいどうし,08,,,,2006-01-01
08212_20041201,08212,常陸太田市,ひたちおおたし,08,,,2004-12-01,
08212_initial,08212,常陸太田市,ひたちおおたし,08,,,,2004-12-01
08213_initial,08213,勝田市,かつたし,08,,,,1994-11-01
08214_initial,08214,高萩市,たかはぎし,08,,,,
08215_initial,08215,北茨城市,きたいばらきし,08,,,,
08216_20060319,08216,笠間市,かさまし,08,,,2006-03-19,
08216_initial,08216,笠間市,かさまし,08,,,,2006-03-19
08217_19701001,08217,取手市,とりでし,08,,,1970-10-01,2005-03-28
08217_20050328,08217,取手市,とりでし,08,,,2005-03-28,
08218_19720401,08218,岩井市,いわいし,08,,,1972-04-01,2005-03-22
08219_19860601,08219,牛久市,うしくし,08,,,1986-06-01,
08220_19871130,08220,つくば市,つくばし,08,,,1987-11-30,1988-01-31
08220_19880131,08220,つくば市,つくばし,08,,,1988-01-31,2002-11-01
08220_20021101,08220,つくば市,つくばし,08,,,2002-11-01,
08221_19941101,08221,ひたちなか市,ひたちなかし,08,,,1994-11-01,
08222_19950901,08222,鹿嶋市,かしまし,08,,,1995-09-01,
08223_20010401,08223,潮来市,いたこし,08,,,2001-04-01,
08224_20020202,08224,守谷市,もりやし,08,,,2002-02-02,
08225_20041016,08225,常陸大宮市,ひたちおおみやし,08,,,2004-10-16,
08226_20050121,08226,那珂市,なかし,08,,,2005-01-21,
08227_20050328,08227,筑西市,ちくせいし,08,,,2005-03-28,
08228_20050322,08228,坂東市,ばんどうし,08,,,2005-03-22,
08229_20050322,08229,稲敷市,いなしきし,08,,,2005-03-22,
08230_20050328,08230,かすみがうら市,かすみがうらし,08,,,2005-03-28,
08231_20051001,08231,桜川市,さくらがわし,08,,,2005-10-01,
08232_20050801,08232,神栖市,かみすし,08,,,2005-08-01,
08233_20050902,08233,行方市,なめがたし,08,,,2005-09-02,
08234_20051011,08234,鉾田市,ほこたし,08,,,2005-10-11,
08235_20060327,08235,つくばみらい市,つくばみらいし,08,,,2006-03-27,
08236_20060327,08236,小美玉市,おみたまし,08,,,2006-03-27,
08301_initial,08301,常澄村,つねずみむら,08,,08003,,1992-03-03
08302_initial,08302,茨城町,いばらきまち,08,,08003,,
08303_initial,08303,小川町,おがわまち,08,,08003,,2006-03-27
08304_initial,08304,美野里町,みのりまち,08,,08003,,2006-03-27
08305_initial,08305,内原町,うちはらまち,08,,08003,,2005-02-01
08306_initial,08306,常北町,じょうほくまち,08,,08003,,2005-02-01
08307_initial,08307,桂村,かつらむら,08,,08003,,2005-02-01
08308_initial,08308,御前山村,ごぜんやまむら,08,,08003,,2004-10-16
08309_initial,08309,大洗町,おおあらいまち,08,,08003,,
08310_20050201,08310,城里町,しろさとまち,08,,08003,2005-02-01,
08321_initial,08321,友部町,ともべまち,08,,08004,,2006-03-19
08322_initial,08322,岩間町,いわままち,08,,08004,,2006-03-19
08323_initial,08323,七会村,ななかいむら,08,,08004,,2005-02-01
08324_initial,08324,岩瀬町,いわせまち,08,,08004,,2005-10-01
08341_initial,08341,東海村,とうかいむら,08,,08013,,
08342_20050121,08342,那珂町,なかまち,08,,08013,2005-01-21,2005-01-21
08342_initial,08342,那珂町,なかまち,08,,08013,,2005-01-21
08343_initial,08343,瓜連町,うりづらまち,08,,08013,,2005-01-21
08344_initial,08344,大宮町,おおみやまち,08,,08013,,2004-10-16
08345_initial,08345,山方町,やまがたまち,08,,08013,,2004-10-16
08346_initial,08346,美和村,みわむら,08,,08013,,2004-10-16
08347_initial,08347,緒川村,おがわむら,08,,08013,,2004-10-16
08361_19931101,08361,金砂郷町,かなさごうまち,08,,08008,1993-11-01,2004-12-01
08361_initial,08361,金砂郷村,かなさごうむら,08,,08008,,1993-11-01
08362_initial,08362,水府村,すいふむら,08,,08008,,2004-12-01
08363_initial,08363,里美村,さとみむら,08,,08008,,2004-12-01
08364_initial,08364,大子町,だいごまち,08,,08008,,
08381_initial,08381,十王町,じゅうおうまち,08,,08014,,2004-11-01
08401_initial,08401,旭村,あさひむら,08,,08007,,2005-10-11
08402_initial,08402,鉾田町,ほこたまち,08,,08007,,2005-10-11
08403_initial,08403,大洋村,たいようむら,08,,08007,,2005-10-11
08404_initial,08404,大野村,おおのむら,08,,08007,,1995-09-01
08405_19950901,08405,鹿島町,かしままち,08,,08007,1995-09-01,1995-09-01
08405_initial,08405,鹿島町,かしままち,08,,08007,,1995-09-01
08406_20050801,08406,神栖町,かみすまち,08,,08007,2005-08-01,2005-08-01
08406_initial,08406,神栖町,かみすまち,08,,08007,,2005-08-01
08407_initial,08407,波崎町,はさきまち,08,,08007,,2005-08-01
08421_initial,08421,麻生町,あそうまち,08,,08009,,2005-09-02
08422_initial,08422,牛堀町,うしぼりまち,08,,08009,,2001-04-01
08423_20010401,08423,潮来町,いたこまち,08,,08009,2001-04-01,2001-04-01
08423_initial,08423,潮来町,いたこまち,08,,08009,,2001-04-01
08424_19971001,08424,北浦町,きたうらまち,08,,08009,1997-10-01,2005-09-02
08424_initial,08424,北浦村,きたうらむら,08,,08009,,1997-10-01
08425_initial,08425,玉造町,たまつくりまち,08,,08009,,2005-09-02
08441_initial,08441,江戸崎町,えどさきまち,08,,08001,,2005-03-22
08442_initial,08442,美浦村,みほむら,08,,08001,,
08443_initial,08443,阿見町,あみまち,08,,08001,,
08444_initial,08444,牛久町,うしくまち,08,,08001,,1986-06-01
08445_19830101,08445,茎崎町,くきざきまち,08,,08001,1983-01-01,2002-11-01
08445_initial,08445,茎崎村,くきざきむら,08,,08001,,1983-01-01
08446_19960601,08446,新利根町,しんとねまち,08,,08001,1996-06-01,2005-03-22
08446_initial,08446,新利根村,しんとねむら,08,,08001,,1996-06-01
08447_19960601,08447,河内町,かわちまち,08,,08001,1996-06-01,
08447_initial,08447,河内村,かわちむら,08,,08001,,1996-06-01
08448_initial,08448,桜川村,さくらがわむら,08,,08001,,2005-03-22
08449_19960901,08449,東町,あずままち,08,,08001,1996-09-01,2005-03-22
08449_initial,08449,東村,あずまむら,08,,08001,,1996-09-01
08461_19970401,08461,霞ヶ浦町,かすみがうらまち,08,,08011,1997-04-01,2005-03-28
08461_initial,08461,出島村,でじまむら,08,,08011,,1997-04-01
08462_initial,08462,玉里村,たまりむら,08,,08011,,2006-03-27
08463_initial,08463,八郷町,やさとまち,08,,08011,,2005-10-01
08464_19920101,08464,千代田町,ちよだまち,08,,08011,1992-01-01,2005-03-28
08464_initial,08464,千代田村,ちよだむら,08,,08011,,1992-01-01
08465_initial,08465,新治村,にいはりむら,08,,08011,,2006-02-20
08466_initial,08466,桜村,さくらむら,08,,08011,,1987-11-30
08481_initial,08481,谷田部町,やたべまち,08,,08012,,1987-11-30
08482_19850401,08482,伊奈町,いなまち,08,,08012,1985-04-01,2006-03-27
08482_initial,08482,伊奈村,いなむら,08,,08012,,1985-04-01
08483_initial,08483,谷和原村,やわらむら,08,,08012,,2006-03-27
08484_initial,08484,豊里町,とよさとまち,08,,08012,,1987-11-30
08485_initial,08485,筑波町,つくばまち,08,,08012,,1988-01-31
08486_initial,08486,大穂町,おおほまち,08,,08012,,1987-11-30
08501_initial,08501,関城町,せきじょうまち,08,,08006,,2005-03-28
08502_initial,08502,明野町,あけのまち,08,,08006,,2005-03-28
08503_initial,08503,真壁町,まかべまち,08,,08006,,2005-10-01
08504_initial,08504,大和村,やまとむら,08,,08006,,2005-10-01
08505_initial,08505,協和町,きょうわまち,08,,08006,,2005-03-28
08521_19720201,08521,八千代町,やちよまち,08,,08010,1972-02-01,
08521_initial,08521,八千代村,やちよむら,08,,08010,,1972-02-01
08522_initial,08522,千代川村,ちよかわむら,08,,08010,,2006-01-01
08523_initial,08523,石下町,いしげまち,08,,08010,,2006-01-01
08541_initial,08541,総和町,そうわまち,08,,08005,,2005-09-12
08542_19960601,08542,五霞町,ごかまち,08,,08005,1996-06-01,
08542_initial,08542,五霞村,ごかむら,08,,08005,,1996-06-01
08543_initial,08543,三和町,さんわまち,08,,08005,,2005-09-12
08544_initial,08544,猿島町,さしままち,08,,08005,,2005-03-22
08545_initial,08545,岩井町,いわいまち,08,,08005,,1972-04-01
08546_initial,08546,境町,さかいまち,08,,08005,,
08561_initial,08561,守谷町,もりやまち,08,,08002,,2002-02-02
08562_initial,08562,取手町,とりでまち,08,,08002,,1970-10-01
08563_initial,08563,藤代町,ふじしろまち,08,,08002,,2005-03-28
08564_initial,08564,利根町,とねまち,08,,08002,,
09201_20070331,09201,宇都宮市,うつのみやし,09,,,2007-03-31,
09201_initial,09201,宇都宮市,うつのみやし,09,,,,2007-03-31
09202_initial,09202,足利市,あしかがし,09,,,,
09203_20100329,09203,栃木市,とちぎし,09,,,2010-03-29,2011-10-01
09203_20111001,09203,栃木市,とちぎし,09,,,2011-10-01,2014-04-05
09203_20140405,09203,栃木市,とちぎし,09,,,2014-04-05,
09203_initial,09203,栃木市,とちぎし,09,,,,2010-03-29
09204_20050228,09204,佐野市,さのし,09,,,2005-02-28,
09204_initial,09204,佐野市,さのし,09,,,,2005-02-28
09205_20060101,09205,鹿沼市,かぬまし,09,,,2006-01-01,
09205_initial,09205,鹿沼市,かぬまし,09,,,,2006-01-01
09206_20060320,09206,日光市,にっこうし,09,,,2006-03-20,
09206_initial,09206,日光市,にっこうし,09,,,,2006-03-20
09207_initial,09207,今市市,いまいちし,09,,,,2006-03-20
09208_initial,09208,小山市,おやまし,09,,,,
09209_20090323,09209,真岡市,もおかし,09,,,2009-03-23,
09209_initial,09209,真岡市,もおかし,09,,,,2009-03-23
09210_20051001,09210,大田原市,おおたわらし,09,,,2005-10-01,
09210_initial,09210,大田原市,おおたわらし,09,,,,2005-10-01
09211_initial,09211,矢板市,やいたし,09,,,,
09212_19701101,09212,黒磯市,くろいそし,09,,,1970-11-01,2005-01-01
09213_20050101,09213,那須塩原市,なすしおばらし,09,,,2005-01-01,
09214_20050328,09214,さくら市,さくらし,09,,,2005-03-28,
09215_20051001,09215,那須烏山市,なすからすやまし,09,,,2005-10-01,
09216_20060110,09216,下野市,しもつけし,09,,,2006-01-10,
09301_initial,09301,上三川町,かみのかわまち,09,,09005,,
09302_19710401,09302,南河内町,みなみかわちまち,09,,09005,1971-04-01,2006-01-10
09302_initial,09302,南河内村,みなみかわちむら,09,,09005,,1971-04-01
09303_19940701,09303,上河内町,かみかわちまち,09,,09005,1994-07-01,2007-03-31
09303_initial,09303,上河内村,かみかわちむら,09,,09005,,1994-07-01
09304_initial,09304,河内町,かわちまち,09,,09005,,2007-03-31
09321_19941001,09321,西方町,にしかたまち,09,,09004,1994-10-01,2011-10-01
09321_initial,09321,西方村,にしかたむら,09,,09004,,1994-10-01
09322_initial,09322,粟野町,あわのまち,09,,09004,,2006-01-01
09323_initial,09323,足尾町,あしおまち,09,,09004,,2006-03-20
09341_initial,09341,二宮町,にのみやまち,09,,09002,,2009-03-23
09342_initial,09342,益子町,ましこまち,09,,09002,,
09343_initial,09343,茂木町,もてぎまち,09,,09002,,
09344_19720101,09344,市貝町,いちかいまち,09,,09002,1972-01-01,
09344_initial,09344,市貝村,いちかいむら,09,,09002,,1972-01-01
09345_initial,09345,芳賀町,はがまち,09,,09002,,
09361_initial,09361,壬生町,みぶまち,09,,09006,,
09362_initial,09362,石橋町,いしばしまち,09,,09006,,2006-01-10
09363_initial,09363,国分寺町,こくぶんじまち,09,,09006,,2006-01-10
09364_initial,09364,野木町,のぎまち,09,,09006,,
09365_initial,09365,大平町,おおひらまち,09,,09006,,2010-03-29
09366_initial,09366,藤岡町,ふじおかまち,09,,09006,,2010-03-29
09367_initial,09367,岩舟町,いわふねまち,09,,09006,,2014-04-05
09368_initial,09368,都賀町,つがまち,09,,09006,,2010-03-29
09381_initial,09381,塩原町,しおばらまち,09,,09003,,1982-04-01
09382_initial,09382,栗山村,くりやまむら,09,,09003,,2006-03-20
09383_initial,09383,藤原町,ふじはらまち,09,,09003,,2006-03-20
09384_initial,09384,塩谷町,しおやまち,09,,09003,,
09385_initial,09385,氏家町,うじいえまち,09,,09003,,2005-03-28
09386_initial,09386,高根沢町,たかねざわまち,09,,09003,,
09387_initial,09387,喜連川町,きつれがわまち,09,,09003,,2005-03-28
09401_19710901,09401,南那須町,みなみなすまち,09,,09001,1971-09-01,2005-10-01
09401_initial,09401,南那須村,みなみなすむら,09,,09001,,1971-09-01
09402_initial,09402,烏山町,からすやままち,09,,09001,,2005-10-01
09403_initial,09403,馬頭町,ばとうまち,09,,09001,,2005-10-01
09404_initial,09404,小川町,おがわまち,09,,09001,,2005-10-01
09405_initial,09405,湯津上村,ゆづかみむら,09,,09001,,2005-10-01
09406_initial,09406,黒羽町,くろばねまち,09,,09001,,2005-10-01
09407_initial,09407,那須町,なすまち,09,,09001,,
09408_initial,09408,黒磯町,くろいそまち,09,,09001,,1970-11-01
09409_initial,09409,西那須野町,にしなすのまち,09,,09001,,2005-01-01
09410_19820401,09410,塩原町,しおばらまち,09,,09001,1982-04-01,2005-01-01
09411_20051001,09411,那珂川町,なかがわまち,09,,09001,2005-10-01,
09421_initial,09421,田沼町,たぬままち,09,,09007,,2005-02-28
09422_initial,09422,葛生町,くずうまち,09,,09007,,2005-02-28
10201_20041205,10201,前橋市,まえばしし,10,,,2004-12-05,2009-05-05
10201_20090505,10201,前橋市,まえばしし,10,,,2009-05-05,
10201_initial,10201,前橋市,まえばしし,10,,,,2004-12-05
10202_20060123,10202,高崎市,たかさきし,10,,,2006-01-23,2006-10-01
10202_20061001,10202,高崎市,たかさきし,10,,,2006-10-01,2009-06-01
10202_20090601,10202,高崎市,たかさきし,10,,,2009-06-01,
10202_initial,10202,高崎市,たかさきし,10,,,,2006-01-23
10203_20050613,10203,桐生市,きりゅうし,10,,,2005-06-13,
10203_initial,10203,桐生市,きりゅうし,10,,,,2005-06-13
10204_20050101,10204,伊勢崎市,いせさきし,10,,,2005-01-01,
10204_initial,10204,伊勢崎市,いせさきし,10,,,,2005-01-01
10205_20050328,10205,太田市,おおたし,10,,,2005-03-28,
10205_initial,10205,太田市,おおたし,10,,,,2005-03-28
10206_20050213,10206,沼田市,ぬまたし,10,,,2005-02-13,
10206_initial,10206,沼田市,ぬまたし,10,,,,2005-02-13
10207_initial,10207,館林市,たてばやしし,10,,,,
10208_20060220,10208,渋川市,しぶかわし,10,,,2006-02-20,
10208_initial,10208,渋川市,しぶかわし,10,,,,2006-02-20
10209_20060101,10209,藤岡市,ふじおかし,10,,,2006-01-01,
10209_initial,10209,藤岡市,ふじおかし,10,,,,2006-01-01
10210_20060327,10210,富岡市,とみおかし,10,,,2006-03-27,
10210_initial,10210,富岡市,とみおかし,10,,,,2006-03-27
10211_20060318,10211,安中市,あんなかし,10,,,2006-03-18,
10211_initial,10211,安中市,あんなかし,10,,,,2006-03-18
10212_20060327,10212,みどり市,みどりし,10,,,2006-03-27,
10301_initial,10301,北橘村,きたたちばなむら,10,,10001,,2006-02-20
10302_initial,10302,赤城村,あかぎむら,10,,10001,,2006-02-20
10303_initial,10303,富士見村,ふじみむら,10,,10001,,2009-05-05
10304_initial,10304,大胡町,おおごまち,10,,10001,,2004-12-05
10305_initial,10305,宮城村,みやぎむら,10,,10001,,2004-12-05
10306_initial,10306,粕川村,かすかわむら,10,,10001,,2004-12-05
10307_initial,10307,新里村,にいさとむら,10,,10001,,2005-06-13
10308_initial,10308,黒保根村,くろほねむら,10,,10001,,2005-06-13
10309_initial,10309,東村,あずまむら,10,,10001,,2006-03-27
10321_initial,10321,榛名町,はるなまち,10,,10004,,2006-10-01
10322_19960701,10322,倉渕村,くらぶちむら,10,,10004,1996-07-01,2006-01-23
10322_initial,10322,倉淵村,くらぶちむら,10,,10004,,1996-07-01
10323_initial,10323,箕郷町,みさとまち,10,,10004,,2006-01-23
10324_initial,10324,群馬町,ぐんままち,10,,10004,,2006-01-23
10341_initial,10341,子持村,こもちむら,10,,10008,,2006-02-20
10342_initial,10342,小野上村,おのがみむら,10,,10008,,2006-02-20
10343_initial,10343,伊香保町,いかほまち,10,,10008,,2006-02-20
10344_initial,10344,榛東村,しんとうむら,10,,10008,,
10345_19910401,10345,吉岡町,よしおかまち,10,,10008,1991-04-01,
10345_initial,10345,吉岡村,よしおかむら,10,,10008,,1991-04-01
10361_initial,10361,新町,しんまち,10,,10009,,2006-01-23
10362_initial,10362,鬼石町,おにしまち,10,,10009,,2006-01-01
10363_initial,10363,吉井町,よしいまち,10,,10009,,2009-06-01
10364_initial,10364,万場町,まんばまち,10,,10009,,2003-04-01
10365_initial,10365,中里村,なかさとむら,10,,10009,,2003-04-01
10366_initial,10366,上野村,うえのむら,10,,10009,,
10367_20030401,10367,神流町,かんなまち,10,,10009,2003-04-01,
10381_initial,10381,妙義町,みょうぎまち,10,,10002,,2006-03-27
10382_initial,10382,下仁田町,しもにたまち,10,,10002,,
10383_initial,10383,南牧村,なんもくむら,10,,10002,,
10384_initial,10384,甘楽町,かんらまち,10,,10002,,
10401_initial,10401,松井田町,まついだまち,10,,10005,,2006-03-18
10421_20100328,10421,中之条町,なかのじょうまち,10,,10011,2010-03-28,
10421_initial,10421,中之条町,なかのじょうまち,10,,10011,,2010-03-28
10422_initial,10422,東村,あづまむら,10,,10011,,2006-03-27
10423_initial,10423,吾妻町,あがつままち,10,,10011,,2006-03-27
10424_initial,10424,長野原町,ながのはらまち,10,,10011,,
10425_initial,10425,嬬恋村,つまごいむら,10,,10011,,
10426_initial,10426,草津町,くさつまち,10,,10011,,
10427_initial,10427,六合村,くにむら,10,,10011,,2010-03-28
10428_initial,10428,高山村,たかやまむら,10,,10011,,
10429_20060327,10429,東吾妻町,ひがしあがつままち,10,,10011,2006-03-27,
10441_initial,10441,白沢村,しらさわむら,10,,10006,,2005-02-13
10442_initial,10442,利根村,とねむら,10,,10006,,2005-02-13
10443_initial,10443,片品村,かたしなむら,10,,10006,,
10444_initial,10444,川場村,かわばむら,10,,10006,,
10445_initial,10445,月夜野町,つきよのまち,10,,10006,,2005-10-01
10446_initial,10446,水上町,みなかみまち,10,,10006,,2005-10-01
10447_initial,10447,新治村,にいはるむら,10,,10006,,2005-10-01
10448_initial,10448,昭和村,しょうわむら,10,,10006,,
10449_20051001,10449,みなかみ町,みなかみまち,10,,10006,2005-10-01,
10461_19861001,10461,赤堀町,あかぼりまち,10,,10010,1986-10-01,2005-01-01
10461_initial,10461,赤堀村,あかぼりむら,10,,10010,,1986-10-01
10462_initial,10462,東村,あずまむら,10,,10010,,2005-01-01
10463_initial,10463,境町,さかいまち,10,,10010,,2005-01-01
10464_initial,10464,玉村町,たまむらまち,10,,10010,,
10481_initial,10481,尾島町,おじままち,10,,10003,,2005-03-28
10482_initial,10482,新田町,にったまち,10,,10003,,2005-03-28
10483_initial,10483,藪塚本町,やぶづかほんまち,10,,10003,,2005-03-28
10484_19900401,10484,笠懸町,かさかけまち,10,,10003,1990-04-01,2006-03-27
10484_initial,10484,笠懸村,かさかけむら,10,,10003,,1990-04-01
10501_initial,10501,大間々町,おおまままち,10,,10007,,2006-03-27
10521_initial,10521,板倉町,いたくらまち,10,,10012,,
10522_19981001,10522,明和町,めいわまち,10,,10012,1998-10-01,
10522_initial,10522,明和村,めいわむら,10,,10012,,1998-10-01
10523_19820401,10523,千代田町,ちよだまち,10,,10012,1982-04-01,
10523_initial,10523,千代田村,ちよだむら,10,,10012,,1982-04-01
10524_initial,10524,大泉町,おおいずみまち,10,,10012,,
10525_initial,10525,邑楽町,おうらまち,10,,10012,,
11201_initial,11201,川越市,かわごえし,11,,,,
11202_20051001,11202,熊谷市,くまがやし,11,,,2005-10-01,2007-02-13
